EmployeeID,Branch,Tenure,Salary,Department,JobSatisfaction,WorkLifeBalance,CommuteDistance,MaritalStatus,Education,PerformanceRating,TrainingHours,OverTime,NumProjects,YearsSincePromotion,EnvironmentSatisfaction,ChurnLikelihood
747,Boston,6.0,63500.0,Marketing,2.0,4.0,Long,Divorced,Bachelor,3.3333333333333335,24.0,,4.0,0.0,3.0,Moderately Likely to Churn
748,Scranton,9.0,72500.0,Research and Development,3.0,3.5,Medium,Married,High School,3.0,40.0,,3.0,1.0,2.0,Highly Likely to Churn
749,Boston,17.0,81500.0,Product Management,4.0,3.5,Short,Single,Bachelor,3.3333333333333335,12.0,True,3.0,9.0,2.0,Highly Likely to Churn
750,Philadelphia,9.0,79500.0,Marketing,4.0,3.0,Short,Married,Bachelor,4.0,12.0,True,3.0,2.0,3.0,Moderately Likely to Churn
751,Atlanta,8.0,65500.0,Sales,2.0,4.0,Long,Married,High School,3.6666666666666665,80.0,True,4.0,1.0,3.0,Highly Likely to Churn
752,Scranton,12.0,57000.0,Quality Assurance,4.0,4.5,Medium,Married,Bachelor,3.6666666666666665,36.0,True,2.0,3.0,2.0,Highly Likely to Churn
753,New York,20.0,77000.0,Sales,4.0,4.0,Long,Married,High School,3.6666666666666665,32.0,True,3.0,14.0,2.0,Highly Likely to Churn
754,Scranton,8.0,65000.0,Research and Development,4.0,3.5,Medium,Divorced,Bachelor,3.3333333333333335,24.0,True,3.0,1.0,3.0,Moderately Likely to Churn
755,Chicago,2.0,56500.0,Marketing,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,6.0,True,3.0,0.0,2.0,Highly Likely to Churn
756,Los Angeles,5.0,59500.0,Customer Service,3.0,3.0,Medium,Single,High School,3.0,56.0,True,3.0,0.0,2.0,Highly Likely to Churn
757,Scranton,20.0,70500.0,Research and Development,5.0,4.859526443524588,Short,Married,High School,2.7258959867630908,72.84951194781173,True,2.644816578676137,10.0,2.8035452049347422,Highly Likely to Churn
758,Seattle,19.0,85000.0,Sales,2.0,3.5,Long,Married,Bachelor,3.3333333333333335,36.0,True,2.0,0.0,2.0,Highly Likely to Churn
759,Chicago,3.0,72000.0,Customer Service,4.0,3.5,Short,Married,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
760,Scranton,3.0,59500.0,Operations,5.0,3.0,Long,Divorced,Bachelor,3.0,30.0,True,3.0,0.0,2.0,Highly Likely to Churn
761,Los Angeles,12.0,89500.0,Sales,3.0,4.0,Short,Divorced,Master,3.3333333333333335,36.0,True,3.0,4.0,1.0,Highly Likely to Churn
762,Philadelphia,13.0,83500.0,Sales,3.0,3.5,Short,Divorced,Bachelor,3.3333333333333335,36.0,,3.0,0.0,1.0,Highly Likely to Churn
763,Philadelphia,8.0,64000.0,Accounting,5.0,3.5,Medium,Single,High School,3.0,32.0,True,3.0,0.0,2.0,Highly Likely to Churn
764,Boston,8.0,78500.0,Marketing,3.0,3.0,Short,Married,Bachelor,3.3333333333333335,24.0,True,4.0,2.0,2.0,Highly Likely to Churn
765,Boston,3.0,72500.0,Product Management,3.0,3.5,Long,Divorced,Bachelor,3.6666666666666665,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn
766,Chicago,9.0,72000.0,Legal,3.0,,Medium,Married,Bachelor,3.6666666666666665,12.0,True,3.0,1.0,2.0,Highly Likely to Churn
767,Seattle,7.0,69000.0,Sales,2.0,4.0,Long,Married,Bachelor,3.6666666666666665,,True,4.0,1.0,3.0,Moderately Likely to Churn
768,Seattle,7.0,50500.0,Human Resources,3.0,4.0,Long,Divorced,Bachelor,3.3333333333333335,,True,4.0,1.0,3.0,Moderately Likely to Churn
769,New York,9.0,72500.0,Legal,4.0,4.0,Short,Married,High School,4.0,48.0,True,3.0,2.0,2.0,Highly Likely to Churn
770,Boston,,87000.0,Sales,4.0,4.5,Medium,Married,Bachelor,3.6666666666666665,24.0,True,3.0,6.0,2.0,Highly Likely to Churn
771,San Francisco,4.0,71000.0,Research and Development,3.0,3.0808062787089043,Medium,Single,Bachelor,2.8534957488912833,29.997799895314625,True,3.23781390433899,0.0,1.0,Highly Likely to Churn
772,San Francisco,17.0,74500.0,Quality Assurance,2.0,3.0,Short,Married,Master,3.0,,True,4.0,10.0,3.0,Moderately Likely to Churn
773,Dallas,20.0,70500.0,Operations,3.0,3.8541854979001213,Medium,Married,Bachelor,3.176438877054923,6.524288153405126,True,3.092427037148576,7.0,3.8953931773647676,Moderately Likely to Churn
774,Scranton,4.0,57000.0,Sales,5.0,3.5,Long,Married,Bachelor,3.0,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
775,Seattle,8.0,77500.0,Sales,4.0,4.5,Medium,Divorced,Bachelor,4.0,,True,4.0,0.0,2.0,Highly Likely to Churn
776,New York,19.0,85500.0,Customer Service,3.0,,Medium,Married,Bachelor,3.0,30.0,,3.0,12.0,2.0,Highly Likely to Churn
777,New York,16.0,72000.0,Research and Development,3.0,3.5,Medium,Married,Bachelor,3.3333333333333335,12.0,True,3.0,4.0,2.0,Highly Likely to Churn
778,Philadelphia,4.0,54500.0,Legal,2.0,3.5,Short,Married,High School,4.0,56.0,,,0.0,3.0,Moderately Likely to Churn
779,New York,9.0,75000.0,Facilities Management,4.0,4.0,Short,Single,Master,3.3333333333333335,36.0,True,3.0,3.0,2.0,Highly Likely to Churn
780,Los Angeles,13.0,72000.0,Customer Service,3.0,3.5,Short,Divorced,Bachelor,3.0,,True,2.0,3.0,2.0,Highly Likely to Churn
781,Boston,18.0,77500.0,Marketing,1.0,3.0,Short,Married,Bachelor,2.6666666666666665,,True,4.0,8.0,3.0,Moderately Likely to Churn
782,Los Angeles,5.0,68000.0,Public Relations,4.0,3.5,Medium,Single,Bachelor,3.3333333333333335,12.0,True,5.0,0.0,4.0,Slightly Likely to Churn
783,Los Angeles,8.0,83500.0,Operations,4.0,3.7666767419592664,Short,Married,Bachelor,3.7659553919991327,24.11515753485501,True,3.3205053804077393,1.0,2.7145112382043464,Highly Likely to Churn
784,Los Angeles,5.0,67500.0,Procurement,4.0,3.5,Medium,Married,Bachelor,3.0,12.0,True,3.0,0.0,1.0,Highly Likely to Churn
785,Chicago,9.0,76000.0,Procurement,2.0,4.0,Medium,Single,Bachelor,3.0,24.0,True,4.0,2.0,2.0,Highly Likely to Churn
786,Scranton,3.0,46000.0,Customer Service,4.0,4.0,Medium,Married,Bachelor,3.3333333333333335,18.0,True,3.0,0.0,2.0,Highly Likely to Churn
787,Philadelphia,12.0,73000.0,Marketing,,3.0,Medium,Divorced,Bachelor,3.3333333333333335,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn
788,New York,1.0,57000.0,Marketing,3.0,3.0,Medium,Single,High School,3.0,64.0,True,2.0,0.0,2.0,Highly Likely to Churn
789,New York,3.0,62500.0,Customer Service,5.0,3.5,Medium,Married,Bachelor,3.6666666666666665,18.0,True,5.0,0.0,4.0,Slightly Likely to Churn
790,Boston,19.0,85000.0,Public Relations,5.0,3.5,Medium,Married,Bachelor,3.0,12.0,True,3.0,7.0,2.0,Highly Likely to Churn
791,San Francisco,8.0,63000.0,Customer Service,4.0,4.0,Short,Married,Bachelor,4.0,18.0,True,3.0,0.0,3.0,Moderately Likely to Churn
792,Philadelphia,4.0,61000.0,Facilities Management,4.0,2.840206901311719,Long,Single,High School,3.19874386431427,40.24840417668647,True,2.5108641876853888,0.0,2.2550789483307434,Highly Likely to Churn
793,Chicago,7.0,66000.0,Legal,5.0,4.0,Long,Married,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
794,Seattle,5.0,62000.0,Procurement,3.0,4.0,Medium,Married,Bachelor,4.0,24.0,True,3.0,0.0,2.0,Highly Likely to Churn
795,Scranton,7.0,63000.0,Product Management,3.0,3.5,Long,Single,Bachelor,3.6666666666666665,18.0,True,5.0,1.0,3.0,Moderately Likely to Churn
796,San Francisco,6.0,78500.0,Customer Service,2.0,3.5,Short,Single,Bachelor,3.0,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
797,Los Angeles,9.0,57500.0,Quality Assurance,3.0,4.0,Medium,Married,High School,3.6666666666666665,64.0,True,3.0,3.0,3.0,Moderately Likely to Churn
798,Boston,14.0,80000.0,IT Support,2.0,3.5,Short,Divorced,Master,3.3333333333333335,,True,4.0,4.0,3.0,Moderately Likely to Churn
799,Seattle,13.0,70500.0,Sales,4.0,3.5,Short,Married,High School,3.3333333333333335,80.0,True,2.0,7.0,1.0,Highly Likely to Churn
800,Philadelphia,3.0,58500.0,Procurement,3.0,4.0,Long,Married,High School,3.3333333333333335,64.0,True,3.0,0.0,2.0,Highly Likely to Churn
801,Chicago,23.0,79000.0,Accounting,5.0,3.5,Medium,Single,Bachelor,3.3333333333333335,18.0,True,3.0,6.0,2.0,Highly Likely to Churn
802,Miami,11.0,69000.0,Procurement,3.0,4.0,Medium,Divorced,Bachelor,3.3333333333333335,24.0,True,5.0,3.0,4.0,Highly Likely to Churn
803,Boston,8.0,64500.0,Customer Service,4.0,4.0,Short,Divorced,Bachelor,4.0,36.0,True,4.0,2.0,4.0,Slightly Likely to Churn
804,New York,21.0,88000.0,Research and Development,5.0,4.0,Medium,Divorced,Bachelor,3.3333333333333335,,True,3.0,7.0,2.0,Highly Likely to Churn
805,New York,6.0,71500.0,Operations,3.0,4.0,Long,Married,High School,3.6666666666666665,,True,3.0,0.0,2.0,Highly Likely to Churn
806,San Francisco,6.0,67500.0,Quality Assurance,4.0,4.5,Short,Single,High School,4.0,72.0,True,4.0,0.0,2.0,Highly Likely to Churn
807,Los Angeles,10.0,70500.0,Administration,3.0,3.5,Long,Divorced,Bachelor,3.0,,True,4.0,1.0,3.0,Moderately Likely to Churn
808,Miami,3.0,65000.0,Accounting,2.0,4.0,Long,Divorced,Bachelor,4.0,30.0,True,,0.0,3.0,Highly Likely to Churn
809,Boston,10.0,80000.0,Public Relations,2.0,3.5,Short,Married,Master,3.0,,True,,4.0,1.0,Highly Likely to Churn
810,New York,3.0,66500.0,Marketing,1.0,4.0,Medium,Married,Bachelor,3.6666666666666665,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn
811,Scranton,11.0,73000.0,Sales,2.0,3.7946234067375615,Medium,Married,Bachelor,2.918492713965878,18.413953619040647,True,3.8706830980921656,5.0,2.233012534233754,Moderately Likely to Churn
812,Chicago,2.0,57000.0,Customer Service,4.0,4.0,Medium,Married,Bachelor,3.3333333333333335,30.0,True,4.0,0.0,2.0,Highly Likely to Churn
813,Los Angeles,4.0,71500.0,Sales,2.0,3.0,Long,Divorced,Bachelor,3.3333333333333335,30.0,True,3.0,0.0,2.0,Highly Likely to Churn
814,Los Angeles,5.0,64500.0,Operations,4.0,4.0,Short,Married,Bachelor,3.0,30.0,,3.0,0.0,2.0,Highly Likely to Churn
815,San Francisco,10.0,65000.0,Operations,3.0,3.0,Medium,Single,Bachelor,3.3333333333333335,,True,4.0,4.0,3.0,Moderately Likely to Churn
816,Boston,10.0,73500.0,Public Relations,4.0,3.5,Long,Single,Bachelor,3.3333333333333335,12.0,True,4.0,0.0,3.0,Moderately Likely to Churn
817,Los Angeles,7.0,66000.0,Quality Assurance,2.0,4.0,Medium,Single,Bachelor,3.0,36.0,True,3.0,1.0,3.0,Moderately Likely to Churn
818,Scranton,6.0,60500.0,Research and Development,4.0,3.0,Short,Single,Master,4.0,,True,3.0,0.0,3.0,Moderately Likely to Churn
819,Chicago,14.0,57500.0,Facilities Management,1.0,4.0,Long,Single,High School,3.3333333333333335,24.0,True,3.0,2.0,2.0,Highly Likely to Churn
820,Atlanta,8.0,67500.0,Operations,3.0,4.5,Long,Married,Bachelor,3.3333333333333335,24.0,True,4.0,1.0,2.0,Highly Likely to Churn
821,Philadelphia,1.0,68000.0,Quality Assurance,4.0,3.5,Medium,Married,Bachelor,3.3333333333333335,,True,3.0,0.0,2.0,Highly Likely to Churn
822,Boston,2.0,51500.0,Operations,2.0,3.0,Short,Single,Bachelor,3.0,24.0,True,3.0,0.0,,Highly Likely to Churn
823,Dallas,7.0,62000.0,Customer Service,5.0,4.0,Long,Married,High School,3.3333333333333335,88.0,,4.0,0.0,2.0,Highly Likely to Churn
824,Denver,6.0,59000.0,Customer Service,5.0,4.0,Medium,Married,Bachelor,4.0,12.0,True,4.0,0.0,3.0,Highly Likely to Churn
825,Atlanta,6.0,60500.0,Public Relations,5.0,4.5,Long,Married,High School,4.333333333333333,32.0,,4.0,0.0,2.0,Highly Likely to Churn
826,Los Angeles,5.0,69500.0,Marketing,5.0,3.5,Long,Single,Bachelor,3.0,12.0,True,3.0,0.0,1.0,Highly Likely to Churn
827,New York,9.0,75000.0,Sales,5.0,4.5,Short,Single,High School,4.333333333333333,24.0,True,3.0,1.0,2.0,Highly Likely to Churn
828,New York,5.0,58000.0,Human Resources,1.0,4.0,Medium,Married,High School,3.6666666666666665,80.0,True,4.0,0.0,3.0,Moderately Likely to Churn
829,Boston,11.0,73000.0,Legal,3.0,4.0,Long,Married,Bachelor,3.0,12.0,True,3.0,2.0,2.0,Highly Likely to Churn
830,Chicago,12.0,79500.0,Sales,4.0,4.0,Medium,Single,Bachelor,3.0,30.0,True,3.0,6.0,2.0,Highly Likely to Churn
831,Chicago,8.0,56000.0,Administration,3.0,4.5,Short,Married,High School,4.0,40.0,True,5.0,2.0,3.0,Moderately Likely to Churn
832,Miami,4.0,62000.0,Procurement,5.0,3.5,Medium,Married,Bachelor,3.3333333333333335,30.0,True,4.0,0.0,3.0,Highly Likely to Churn
833,Los Angeles,11.0,,Marketing,2.0,3.5,Medium,Married,High School,3.3333333333333335,32.0,True,4.0,3.0,2.0,Highly Likely to Churn
834,Miami,1.0,49000.0,Research and Development,4.0,3.5,Long,Divorced,Bachelor,3.6666666666666665,6.0,True,4.0,0.0,3.0,Highly Likely to Churn
835,Dallas,9.0,58000.0,Operations,5.0,4.5,Medium,Married,Bachelor,4.0,6.0,True,4.0,1.0,2.0,Highly Likely to Churn
836,Los Angeles,9.0,57000.0,Facilities Management,3.0,4.0,Medium,Married,High School,3.6666666666666665,,True,3.0,2.0,1.0,Highly Likely to Churn
837,Atlanta,8.0,59000.0,Facilities Management,4.0,4.0,Long,Single,Bachelor,3.3333333333333335,,True,3.0,1.0,3.0,Highly Likely to Churn
838,Scranton,1.0,53500.0,Accounting,4.0,3.8765671483110093,Medium,Single,Bachelor,3.760919873644019,30.662697604561476,True,3.822366175570392,0.0,2.847737301066017,Moderately Likely to Churn
839,Los Angeles,7.0,72000.0,Customer Service,3.0,2.5,Medium,Single,Master,3.0,12.0,True,4.0,1.0,3.0,Moderately Likely to Churn
840,Atlanta,6.0,68000.0,Sales,3.0,3.5,Long,Married,Bachelor,3.6666666666666665,36.0,True,3.0,0.0,2.0,Highly Likely to Churn
841,Boston,4.0,59500.0,Procurement,5.0,4.0,Medium,Married,Bachelor,4.0,24.0,True,4.0,0.0,3.0,Moderately Likely to Churn
842,New York,3.0,68000.0,Research and Development,2.0,4.0,Short,Married,Bachelor,3.3333333333333335,6.0,True,3.0,0.0,2.0,Highly Likely to Churn
843,Scranton,15.0,66000.0,Legal,4.0,4.356252186325421,Medium,Married,Bachelor,2.959851895031827,23.802884612442103,True,3.4287108513366196,5.0,2.3340613363748397,Highly Likely to Churn
844,Denver,12.0,73000.0,Research and Development,2.0,4.0,Short,Divorced,Bachelor,3.3333333333333335,18.0,True,,3.0,2.0,Highly Likely to Churn
845,New York,4.0,64000.0,Operations,4.0,3.5,Long,Married,Bachelor,3.6666666666666665,36.0,True,,0.0,3.0,Moderately Likely to Churn
846,New York,8.0,67000.0,Accounting,4.0,4.0,Medium,Married,High School,3.6666666666666665,,True,4.0,0.0,3.0,Moderately Likely to Churn
847,Dallas,6.0,58000.0,Accounting,4.0,3.0,Medium,Divorced,High School,2.6666666666666665,,True,4.0,0.0,3.0,Moderately Likely to Churn
848,Seattle,8.0,66500.0,Marketing,4.0,3.5,Long,Divorced,Bachelor,3.0,12.0,True,3.0,2.0,2.0,Highly Likely to Churn
849,San Francisco,13.0,73500.0,Research and Development,3.0,3.5,Short,Single,High School,3.0,48.0,True,3.0,6.0,,Highly Likely to Churn
850,New York,5.0,68000.0,Research and Development,3.0,3.5,Long,Married,Bachelor,3.3333333333333335,30.0,True,2.0,0.0,1.0,Highly Likely to Churn
851,Philadelphia,8.0,76000.0,IT Support,3.0,4.0,Medium,Divorced,High School,4.0,56.0,True,4.0,0.0,3.0,Moderately Likely to Churn
852,Los Angeles,1.0,64000.0,Quality Assurance,5.0,3.5,Medium,Divorced,Bachelor,3.6666666666666665,18.0,True,3.0,0.0,2.0,Highly Likely to Churn
853,Seattle,6.0,62000.0,Legal,3.0,4.0,Medium,Married,Bachelor,3.0,24.0,True,2.0,0.0,2.0,Highly Likely to Churn
854,Denver,6.0,74000.0,Sales,4.0,5.0,Medium,Married,Bachelor,4.0,18.0,True,4.0,0.0,2.0,Highly Likely to Churn
855,Seattle,1.0,47500.0,Operations,4.0,3.0,Short,Divorced,High School,3.0,96.0,True,4.0,0.0,2.0,Highly Likely to Churn
856,Chicago,4.0,58500.0,Legal,5.0,3.5,Short,Married,High School,3.6666666666666665,56.0,True,4.0,0.0,3.0,Moderately Likely to Churn
857,Boston,22.0,70500.0,Customer Service,3.0,3.5,Medium,Divorced,Bachelor,3.6666666666666665,6.0,True,3.0,16.0,2.0,Highly Likely to Churn
858,Atlanta,8.0,65000.0,Accounting,3.0,4.0,Short,Married,High School,3.6666666666666665,56.0,True,3.0,0.0,3.0,Highly Likely to Churn
859,Denver,9.0,72500.0,Human Resources,3.0,3.5,Short,Married,Bachelor,3.6666666666666665,30.0,True,4.0,2.0,3.0,Highly Likely to Churn
860,Chicago,5.0,64500.0,Customer Service,2.0,3.5,Medium,Single,Bachelor,3.0,24.0,True,2.0,0.0,1.0,Highly Likely to Churn
861,Dallas,5.0,67500.0,Sales,3.0,3.5,Short,Married,Bachelor,3.0,30.0,True,4.0,0.0,2.0,Highly Likely to Churn
862,Los Angeles,4.0,76500.0,Marketing,,4.0,Medium,Single,Bachelor,3.3333333333333335,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn
863,Scranton,10.0,54500.0,Research and Development,2.0,3.0,Medium,Married,High School,4.0,32.0,True,4.0,3.0,3.0,Moderately Likely to Churn
864,Chicago,6.0,68000.0,Research and Development,4.0,4.0,Short,Divorced,Master,4.0,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn
865,Scranton,4.0,47500.0,Customer Service,4.0,4.0,Short,Married,High School,3.6666666666666665,72.0,True,3.0,0.0,3.0,Moderately Likely to Churn
866,Chicago,6.0,77000.0,Sales,2.0,4.0,Short,Married,Master,4.0,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn
867,Atlanta,13.0,65500.0,Accounting,3.0,3.552094195057474,Medium,Single,High School,3.0720836366080677,47.141701050324286,True,4.731953972867365,4.0,2.8048730690259323,Highly Likely to Churn
868,Seattle,7.0,66000.0,IT Support,2.0,4.5,Long,Married,Master,3.6666666666666665,30.0,True,3.0,1.0,1.0,Highly Likely to Churn
869,Philadelphia,6.0,69000.0,Product Management,4.0,3.5,Long,Married,Bachelor,3.6666666666666665,6.0,True,3.0,0.0,3.0,Moderately Likely to Churn
870,San Francisco,6.0,64500.0,Research and Development,5.0,4.0,Medium,Married,Bachelor,4.0,24.0,True,4.0,0.0,3.0,Moderately Likely to Churn
871,Los Angeles,4.0,75500.0,Marketing,4.0,3.5,Medium,Married,Bachelor,3.6666666666666665,12.0,True,4.0,0.0,2.0,Highly Likely to Churn
872,Seattle,5.0,59000.0,IT Support,4.0,4.0,Short,Married,Bachelor,3.3333333333333335,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn
873,Miami,9.0,58500.0,Operations,4.0,4.0,Short,Divorced,High School,4.0,56.0,True,5.0,1.0,4.0,Highly Likely to Churn
874,Miami,6.0,62000.0,Quality Assurance,5.0,4.922936456568026,Short,Divorced,Bachelor,3.1437988299954007,23.44708398976447,True,3.072883126403324,0.0,2.7817437173118096,Highly Likely to Churn
875,Philadelphia,6.0,69000.0,Marketing,3.0,3.5,Medium,Married,Bachelor,3.3333333333333335,18.0,True,4.0,0.0,2.0,Highly Likely to Churn
876,New York,13.0,83500.0,Accounting,4.0,4.0,Long,Divorced,Bachelor,3.3333333333333335,24.0,True,3.0,1.0,2.0,Highly Likely to Churn
877,New York,14.0,82000.0,Accounting,4.0,3.5,Medium,Divorced,Bachelor,3.3333333333333335,18.0,True,3.0,2.0,2.0,Highly Likely to Churn
878,Chicago,19.0,80000.0,Accounting,3.0,4.0,Medium,Divorced,Bachelor,3.3333333333333335,36.0,True,4.0,6.0,3.0,Moderately Likely to Churn
879,Scranton,10.0,65500.0,IT Support,5.0,3.5,Medium,Married,Bachelor,3.6666666666666665,30.0,True,3.0,3.0,3.0,Moderately Likely to Churn
880,Scranton,7.0,47500.0,Procurement,2.0,3.0,Long,Married,High School,3.3333333333333335,40.0,True,3.0,1.0,3.0,Moderately Likely to Churn
881,Seattle,9.0,69000.0,Legal,3.0,3.5,Medium,Married,Bachelor,3.6666666666666665,24.0,True,3.0,2.0,3.0,Moderately Likely to Churn
882,San Francisco,2.0,67500.0,Legal,5.0,4.0,Short,Single,High School,3.3333333333333335,80.0,True,,0.0,2.0,Highly Likely to Churn
883,Boston,5.0,73500.0,Sales,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn
884,Los Angeles,7.0,57000.0,Facilities Management,4.0,3.5,Medium,Married,High School,3.6666666666666665,88.0,True,5.0,0.0,3.0,Moderately Likely to Churn
885,Atlanta,9.0,74500.0,Procurement,3.0,4.5,Long,Divorced,Bachelor,4.0,18.0,True,3.0,1.0,2.0,Highly Likely to Churn
886,Scranton,16.0,68500.0,Research and Development,5.0,3.5,Short,Married,Bachelor,3.3333333333333335,,True,4.0,7.0,3.0,Moderately Likely to Churn
887,Chicago,8.0,63500.0,Operations,4.0,4.0,Long,Married,Bachelor,3.3333333333333335,30.0,True,3.0,1.0,2.0,Highly Likely to Churn
888,Los Angeles,4.0,75000.0,Sales,2.0,3.5,Short,Married,Bachelor,3.3333333333333335,18.0,True,3.0,0.0,2.0,Highly Likely to Churn
889,Boston,2.0,61000.0,Public Relations,3.0,3.5,Long,Married,Bachelor,3.6666666666666665,24.0,True,3.0,0.0,2.0,Highly Likely to Churn
890,Seattle,6.0,61500.0,Operations,3.0,4.0,Medium,Divorced,High School,3.3333333333333335,32.0,True,3.0,0.0,2.0,Highly Likely to Churn
891,Philadelphia,3.0,60500.0,IT Support,4.0,3.5,Long,Married,Bachelor,3.3333333333333335,24.0,True,3.0,0.0,2.0,Highly Likely to Churn
892,Dallas,7.0,53000.0,Operations,5.0,3.5,Short,Single,High School,2.6666666666666665,40.0,True,3.0,1.0,2.0,Highly Likely to Churn
893,Seattle,5.0,60000.0,Operations,2.0,3.5,Long,Married,Bachelor,3.0,24.0,True,3.0,0.0,2.0,Highly Likely to Churn
894,Miami,3.0,48500.0,Human Resources,4.0,4.0,Medium,Divorced,High School,3.6666666666666665,72.0,True,4.0,0.0,3.0,Highly Likely to Churn
895,Boston,7.0,64000.0,Administration,3.0,4.5,Medium,Married,High School,4.0,56.0,True,3.0,0.0,3.0,Moderately Likely to Churn
896,Seattle,7.0,67000.0,Human Resources,4.0,3.5,Long,Married,Bachelor,3.0,18.0,True,4.0,0.0,2.0,Highly Likely to Churn
897,Chicago,10.0,70500.0,Marketing,5.0,4.0,Medium,Divorced,Bachelor,4.0,18.0,True,,3.0,2.0,Highly Likely to Churn
898,Atlanta,3.0,66500.0,Public Relations,4.0,3.5,Long,Single,Master,3.3333333333333335,,True,4.0,0.0,2.0,Highly Likely to Churn
899,Scranton,8.0,59000.0,Accounting,5.0,4.0,Medium,Married,High School,3.3333333333333335,32.0,True,3.0,0.0,3.0,Moderately Likely to Churn
900,Seattle,7.0,57000.0,Customer Service,4.0,2.313906858536217,Medium,Single,High School,3.23696640781767,48.81739543026333,True,2.966423503588543,1.0,1.9760069802501914,Highly Likely to Churn
901,Miami,4.0,62000.0,Sales,5.0,4.0,Medium,Married,Bachelor,,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
902,New York,5.0,80000.0,Human Resources,4.0,3.0,Medium,Single,High School,3.3333333333333335,80.0,True,3.0,0.0,1.0,Highly Likely to Churn
903,Dallas,8.0,66000.0,Sales,4.0,4.0,Short,Single,High School,3.3333333333333335,56.0,True,3.0,1.0,3.0,Moderately Likely to Churn
904,Los Angeles,3.0,62500.0,Research and Development,3.0,3.5,Short,Single,Bachelor,3.6666666666666665,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn
905,Boston,5.0,70500.0,Sales,5.0,4.0,Short,Married,High School,4.0,72.0,True,4.0,0.0,3.0,Moderately Likely to Churn
906,Philadelphia,5.0,60000.0,Operations,3.0,3.5,Short,Married,Bachelor,3.6666666666666665,30.0,True,4.0,0.0,,Moderately Likely to Churn
907,Los Angeles,9.0,66000.0,Research and Development,4.0,3.5,Medium,Married,High School,3.3333333333333335,,True,3.0,2.0,2.0,Highly Likely to Churn
908,Philadelphia,8.0,67000.0,Operations,,3.0,Short,Married,High School,4.0,64.0,True,3.0,0.0,2.0,Highly Likely to Churn
909,New York,10.0,65000.0,Operations,2.0,4.93717195434281,Medium,Married,High School,4.0602697970900845,,True,3.5950887839803,4.0,2.583496320297024,Highly Likely to Churn
910,New York,3.0,70000.0,Operations,5.0,3.0,Long,Single,Master,3.3333333333333335,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
911,Los Angeles,7.0,80000.0,Sales,4.0,4.0,Short,Married,Master,3.6666666666666665,12.0,,5.0,1.0,4.0,Slightly Likely to Churn
912,Los Angeles,2.0,66000.0,Human Resources,5.0,3.5,Long,Married,Bachelor,3.0,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn
913,Denver,5.0,68000.0,IT Support,5.0,4.0,Long,Divorced,Master,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
914,Denver,11.0,67000.0,Facilities Management,3.0,4.0,Long,Divorced,High School,3.3333333333333335,72.0,True,4.0,1.0,3.0,Highly Likely to Churn
915,Dallas,11.0,61000.0,Facilities Management,3.0,3.5,Medium,Married,High School,3.6666666666666665,72.0,True,5.0,2.0,,Moderately Likely to Churn
916,Los Angeles,3.0,72000.0,Research and Development,3.0,3.0,Long,Married,Bachelor,3.0,36.0,True,3.0,0.0,2.0,Highly Likely to Churn
917,Philadelphia,4.0,70000.0,Accounting,3.0,3.5,Long,Divorced,Bachelor,3.3333333333333335,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn
918,New York,1.0,65000.0,IT Support,4.0,4.5,Short,Married,High School,4.333333333333333,64.0,True,4.0,0.0,3.0,Moderately Likely to Churn
919,Scranton,6.0,61000.0,Sales,5.0,4.0,Medium,Married,Bachelor,3.6666666666666665,36.0,True,2.0,0.0,2.0,Highly Likely to Churn
920,Boston,2.0,46500.0,Research and Development,2.0,2.7184050432935822,Short,Divorced,Bachelor,4.406849641169334,5.726498343799985,True,3.0107356715321925,0.0,2.9725763295850878,Moderately Likely to Churn
921,Boston,3.0,56000.0,Accounting,4.0,4.0,Medium,Married,High School,4.0,32.0,True,4.0,0.0,3.0,Moderately Likely to Churn
922,Boston,5.0,65000.0,Product Management,4.0,3.0,Medium,Divorced,Bachelor,3.3333333333333335,24.0,True,3.0,0.0,2.0,Highly Likely to Churn
923,Philadelphia,5.0,72000.0,Operations,4.0,4.0,Medium,Married,Bachelor,3.3333333333333335,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn
